statenum,casenum,vnumber,pnumber,atmcond,city,county,accdate,accday,acchr,accmin,accmon,arf1,arf2,arf3,acctime,caseyear,dayofweek,fhevent,holiday,heavytruck,latitude,latmin,latsec,lightcond,longitude,lonmin,lonsec,manncol,numfatal,nmforms,vforms,rxing,reljuncinter,relrdwy,schlbus,trafid1,age,alcres,alctst,deathdate,dthday,dthhr,dthmin,dthmon,deathtime,dthyr,drugres1,drugres2,drugres3,drugtst1,drugtst2,drugtst3,hispanic,injury,methalc,methdrug,prf1,prf2,prf3,ptype,druginv,alcinvol,race,sex,lagtime
39,69,2,4,1,1800,49,1302016,30,19,43,1,0,0,0,1943,2016,7,12,0,0,39.95034722,57,1.25,3,-82.91538056,54,55.37,2,1,0,3,0,0,1,0,CR-177 JAMES RD,1,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,2,9,8,0,0,0,2,8,8,0,1,99999
39,69,3,1,1,1800,49,1302016,30,19,43,1,0,0,0,1943,2016,7,12,0,0,39.95034722,57,1.25,3,-82.91538056,54,55.37,2,1,0,3,0,0,1,0,CR-177 JAMES RD,18,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,76,1,1,10,8730,49,2192016,19,18,39,2,0,0,0,1839,2016,6,33,0,0,40.09853889,5,54.74,3,-82.88915556,53,20.96,0,1,0,1,0,0,4,0,SUNBURY RD,59,0,1,2192016,19,19,29,2,1929,2016,605,0,0,1,0,0,7,4,9,8,0,0,0,1,8,8,1,1,50
39,79,1,1,10,1800,49,3022016,2,11,13,3,0,0,0,1113,2016,4,20,0,1,39.97685,58,36.66,1,-83.119225,7,9.21,0,1,0,2,0,0,4,0,I-270,37,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,79,2,1,10,1800,49,3022016,2,11,13,3,0,0,0,1113,2016,4,20,0,1,39.97685,58,36.66,1,-83.119225,7,9.21,0,1,0,2,0,0,4,0,I-270,34,0,1,3032016,3,13,2,3,1302,2016,996,996,0,3,3,0,7,4,9,8,0,0,0,1,0,0,1,2,2549
39,89,1,1,10,0,49,2162016,16,11,20,2,0,0,0,1120,2016,3,1,0,0,39.9044,54,15.84,1,-83.20984444,12,35.44,0,1,0,1,0,0,4,0,CR-140,16,0,1,88888888,88,88,88,88,8888,8888,1,0,0,1,0,0,0,2,9,8,0,0,0,1,0,0,0,1,99999
39,89,1,2,10,0,49,2162016,16,11,20,2,0,0,0,1120,2016,3,1,0,0,39.9044,54,15.84,1,-83.20984444,12,35.44,0,1,0,1,0,0,4,0,CR-140,14,0,1,2162016,16,11,40,2,1140,2016,1,0,0,2,0,0,7,4,9,8,0,0,0,2,8,8,2,1,20
39,89,1,3,10,0,49,2162016,16,11,20,2,0,0,0,1120,2016,3,1,0,0,39.9044,54,15.84,1,-83.20984444,12,35.44,0,1,0,1,0,0,4,0,CR-140,13,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,2,9,8,0,0,0,2,8,8,0,1,99999
39,109,1,1,1,2270,49,2052016,5,22,34,2,0,0,0,2234,2016,6,43,0,0,40.07770278,4,39.73,2,-83.15783056,9,28.19,0,1,0,1,0,0,4,0,AVERY RD,36,0,1,2182016,18,14,28,2,1428,2016,1,0,0,3,0,0,7,4,9,8,0,0,0,1,0,1,2,1,30354
39,112,1,1,10,1800,49,3112016,11,9,27,3,0,0,0,927,2016,6,12,0,1,39.95184722,57,6.65,1,-83.01231389,0,44.33,7,1,0,3,0,0,1,0,I-70,48,0,1,3112016,11,12,48,3,1248,2016,1,0,0,1,0,0,7,4,9,8,0,0,0,1,0,0,1,1,321
39,112,2,1,10,1800,49,3112016,11,9,27,3,0,0,0,927,2016,6,12,0,1,39.95184722,57,6.65,1,-83.01231389,0,44.33,7,1,0,3,0,0,1,0,I-70,22,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,2,99999
39,112,3,1,10,1800,49,3112016,11,9,27,3,0,0,0,927,2016,6,12,0,1,39.95184722,57,6.65,1,-83.01231389,0,44.33,7,1,0,3,0,0,1,0,I-70,57,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,118,0,1,10,0,49,3122016,12,23,41,3,0,0,0,2341,2016,7,9,0,0,39.93760278,56,15.37,2,-83.04203889,2,31.34,0,1,1,3,0,0,1,0,US-62,15,0,1,3122016,12,23,47,3,2347,2016,996,0,0,3,0,0,7,4,8,7,82,0,0,6,0,0,1,1,6
39,118,1,1,10,0,49,3122016,12,23,41,3,0,0,0,2341,2016,7,9,0,0,39.93760278,56,15.37,2,-83.04203889,2,31.34,0,1,1,3,0,0,1,0,US-62,18,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,8,8,0,1,99999
39,118,1,2,10,0,49,3122016,12,23,41,3,0,0,0,2341,2016,7,9,0,0,39.93760278,56,15.37,2,-83.04203889,2,31.34,0,1,1,3,0,0,1,0,US-62,18,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,2,8,8,0,1,99999
39,118,1,3,10,0,49,3122016,12,23,41,3,0,0,0,2341,2016,7,9,0,0,39.93760278,56,15.37,2,-83.04203889,2,31.34,0,1,1,3,0,0,1,0,US-62,16,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,2,8,8,0,2,99999
39,118,1,4,10,0,49,3122016,12,23,41,3,0,0,0,2341,2016,7,9,0,0,39.93760278,56,15.37,2,-83.04203889,2,31.34,0,1,1,3,0,0,1,0,US-62,17,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,2,8,8,0,2,99999
39,118,1,5,10,0,49,3122016,12,23,41,3,0,0,0,2341,2016,7,9,0,0,39.93760278,56,15.37,2,-83.04203889,2,31.34,0,1,1,3,0,0,1,0,US-62,16,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,2,8,8,0,2,99999
39,118,1,6,10,0,49,3122016,12,23,41,3,0,0,0,2341,2016,7,9,0,0,39.93760278,56,15.37,2,-83.04203889,2,31.34,0,1,1,3,0,0,1,0,US-62,999,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,2,8,8,0,1,99999
39,118,2,1,10,0,49,3122016,12,23,41,3,0,0,0,2341,2016,7,9,0,0,39.93760278,56,15.37,2,-83.04203889,2,31.34,0,1,1,3,0,0,1,0,US-62,19,0,1,88888888,88,88,88,88,8888,8888,1,0,0,1,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,118,3,1,10,0,49,3122016,12,23,41,3,0,0,0,2341,2016,7,9,0,0,39.93760278,56,15.37,2,-83.04203889,2,31.34,0,1,1,3,0,0,1,0,US-62,33,0,1,88888888,88,88,88,88,8888,8888,1,0,0,1,0,0,0,0,9,8,0,0,0,1,0,0,0,2,99999
39,121,1,1,1,0,49,3072016,7,2,30,3,0,0,0,230,2016,2,30,0,0,39.88888889,53,20,2,-82.91688611,55,0.79,0,1,0,1,0,0,4,0,WILLIAMS RD,22,150,1,3072016,7,5,3,3,503,2016,605,0,0,1,0,0,7,4,1,8,0,0,0,1,0,0,1,1,233
39,124,1,1,10,0,49,3162016,16,6,40,3,0,0,0,640,2016,4,12,0,0,40.08143889,4,53.18,4,-82.91844167,55,6.39,6,1,0,3,0,0,1,0,SR-161,67,0,1,3162016,16,6,55,3,655,2016,996,0,0,3,0,0,7,4,9,8,0,0,0,1,0,0,1,1,15
39,124,2,1,10,0,49,3162016,16,6,40,3,0,0,0,640,2016,4,12,0,0,40.08143889,4,53.18,4,-82.91844167,55,6.39,6,1,0,3,0,0,1,0,SR-161,43,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,3,9,8,0,0,0,1,0,0,0,1,99999
39,124,3,1,10,0,49,3162016,16,6,40,3,0,0,0,640,2016,4,12,0,0,40.08143889,4,53.18,4,-82.91844167,55,6.39,6,1,0,3,0,0,1,0,SR-161,46,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,132,0,1,1,1800,49,3182016,18,18,59,3,15,0,0,1859,2016,6,12,0,0,39.9458,56,44.88,1,-83.0613,3,40.68,1,1,1,2,0,0,1,0,SULLIVANT AVE,15,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,5,0,0,0,2,99999
39,132,1,1,1,1800,49,3182016,18,18,59,3,15,0,0,1859,2016,6,12,0,0,39.9458,56,44.88,1,-83.0613,3,40.68,1,1,1,2,0,0,1,0,SULLIVANT AVE,42,0,1,3182016,18,20,51,3,2051,2016,308,189,300,1,1,1,7,4,9,8,0,0,0,1,0,0,1,2,152
39,132,2,1,1,1800,49,3182016,18,18,59,3,15,0,0,1859,2016,6,12,0,0,39.9458,56,44.88,1,-83.0613,3,40.68,1,1,1,2,0,0,1,0,SULLIVANT AVE,47,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,1,0,0,0,1,99999
39,132,2,2,1,1800,49,3182016,18,18,59,3,15,0,0,1859,2016,6,12,0,0,39.9458,56,44.88,1,-83.0613,3,40.68,1,1,1,2,0,0,1,0,SULLIVANT AVE,39,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,2,8,8,0,1,99999
39,139,0,1,2,1800,49,3102016,10,19,15,3,0,0,0,1915,2016,5,8,0,0,39.946175,56,46.23,3,-82.90215833,54,7.77,0,1,1,1,0,0,1,0,CR-15 LIVINGSTON AVE,65,996,0,3232016,23,19,0,3,1900,2016,0,0,0,0,0,0,7,4,9,8,0,0,0,5,0,0,1,1,31145
39,139,1,1,2,1800,49,3102016,10,19,15,3,0,0,0,1915,2016,5,8,0,0,39.946175,56,46.23,3,-82.90215833,54,7.77,0,1,1,1,0,0,1,0,CR-15 LIVINGSTON AVE,26,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,146,0,1,1,1800,49,2202016,20,0,42,2,0,0,0,42,2016,7,8,0,0,39.93146111,55,53.26,3,-82.99586111,59,45.1,0,1,1,1,0,0,1,0,S HIGH ST,59,250,1,2202016,20,1,19,2,119,2016,605,0,0,1,0,0,7,4,9,8,0,0,0,5,0,1,1,1,37
39,146,1,1,1,1800,49,2202016,20,0,42,2,0,0,0,42,2016,7,8,0,0,39.93146111,55,53.26,3,-82.99586111,59,45.1,0,1,1,1,0,0,1,0,S HIGH ST,68,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,155,1,1,1,1800,49,3172016,17,21,36,3,0,0,0,2136,2016,5,12,0,0,40.05853889,3,30.74,3,-82.93175,55,54.3,8,1,0,4,0,0,1,0,MORSE RD,34,120,1,3172016,17,22,28,3,2228,2016,1,0,0,3,0,0,7,4,9,8,0,0,0,1,1,1,2,1,52
39,155,2,1,1,1800,49,3172016,17,21,36,3,0,0,0,2136,2016,5,12,0,0,40.05853889,3,30.74,3,-82.93175,55,54.3,8,1,0,4,0,0,1,0,MORSE RD,36,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,2,9,8,0,0,0,1,0,0,0,2,99999
39,155,2,2,1,1800,49,3172016,17,21,36,3,0,0,0,2136,2016,5,12,0,0,40.05853889,3,30.74,3,-82.93175,55,54.3,8,1,0,4,0,0,1,0,MORSE RD,0,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,2,8,8,0,2,99999
39,155,3,1,1,1800,49,3172016,17,21,36,3,0,0,0,2136,2016,5,12,0,0,40.05853889,3,30.74,3,-82.93175,55,54.3,8,1,0,4,0,0,1,0,MORSE RD,24,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,1,0,0,0,1,99999
39,155,4,1,1,1800,49,3172016,17,21,36,3,0,0,0,2136,2016,5,12,0,0,40.05853889,3,30.74,3,-82.93175,55,54.3,8,1,0,4,0,0,1,0,MORSE RD,40,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,165,1,1,1,1800,49,3212016,21,6,11,3,0,0,0,611,2016,2,31,0,0,40.05806944,3,29.05,3,-82.97701944,58,37.27,0,1,0,1,0,0,4,0,KARL RD,20,160,1,3222016,22,15,17,3,1517,2016,605,996,0,1,2,0,7,4,9,8,0,0,0,1,0,0,2,2,3306
39,173,1,1,2,1800,49,3312016,31,1,44,3,0,0,0,144,2016,5,35,0,0,40.02682222,1,36.56,3,-82.96451667,57,52.26,0,1,0,1,0,0,4,0,CLEVELAND AVE,32,200,1,3312016,31,2,8,3,208,2016,605,996,0,1,3,0,7,4,9,8,0,0,0,1,0,0,2,1,24
39,174,1,1,1,0,49,3212016,21,14,6,3,0,0,0,1406,2016,2,12,0,0,39.86519167,51,54.69,1,-83.10809167,6,29.13,2,1,0,2,0,0,1,0,US-62,64,0,1,88888888,88,88,88,88,8888,8888,996,0,0,1,0,0,0,3,9,8,0,0,0,1,0,0,0,2,99999
39,174,2,1,1,0,49,3212016,21,14,6,3,0,0,0,1406,2016,2,12,0,0,39.86519167,51,54.69,1,-83.10809167,6,29.13,2,1,0,2,0,0,1,0,US-62,64,0,1,3222016,22,21,25,3,2125,2016,1,0,0,1,0,0,7,4,9,8,0,0,0,1,0,0,1,2,3119
39,183,0,1,4,0,49,4092016,9,8,32,4,19,0,0,832,2016,7,23,0,0,39.87355833,52,24.81,1,-83.00225278,0,8.11,0,1,2,1,0,1,4,0,US-23,34,0,1,4092016,9,9,18,4,918,2016,996,0,0,3,0,0,7,4,9,8,0,0,0,5,0,0,1,1,46
39,183,0,2,4,0,49,4092016,9,8,32,4,19,0,0,832,2016,7,23,0,0,39.87355833,52,24.81,1,-83.00225278,0,8.11,0,1,2,1,0,1,4,0,US-23,50,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,5,8,8,0,1,99999
39,183,1,1,4,0,49,4092016,9,8,32,4,19,0,0,832,2016,7,23,0,0,39.87355833,52,24.81,1,-83.00225278,0,8.11,0,1,2,1,0,1,4,0,US-23,31,0,1,88888888,88,88,88,88,8888,8888,605,0,0,1,0,0,0,0,1,8,0,0,0,1,1,0,0,1,99999
39,183,1,2,4,0,49,4092016,9,8,32,4,19,0,0,832,2016,7,23,0,0,39.87355833,52,24.81,1,-83.00225278,0,8.11,0,1,2,1,0,1,4,0,US-23,37,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,2,8,8,0,1,99999
39,206,1,1,10,1800,49,4082016,8,1,34,4,0,0,0,134,2016,6,12,0,0,39.99359167,59,36.93,3,-83.1183,7,5.88,2,1,0,2,0,1,1,0,I-270,24,200,1,4082016,8,2,2,4,202,2016,600,605,996,1,1,3,7,4,9,8,0,0,0,1,0,0,1,2,28
39,206,2,1,10,1800,49,4082016,8,1,34,4,0,0,0,134,2016,6,12,0,0,39.99359167,59,36.93,3,-83.1183,7,5.88,2,1,0,2,0,1,1,0,I-270,34,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,1,0,1,0,1,99999
39,211,1,1,1,1800,49,4092016,9,2,57,4,20,0,0,257,2016,7,30,0,0,39.95636111,57,22.9,3,-82.90848889,54,30.56,0,1,0,1,0,0,4,0,US-40 MAIN ST,27,110,1,4092016,9,3,8,4,308,2016,996,0,0,3,0,0,7,4,9,8,0,0,0,1,0,0,2,1,11
39,211,1,2,1,1800,49,4092016,9,2,57,4,20,0,0,257,2016,7,30,0,0,39.95636111,57,22.9,3,-82.90848889,54,30.56,0,1,0,1,0,0,4,0,US-40 MAIN ST,23,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,3,9,8,0,0,0,2,8,8,0,1,99999
39,239,1,1,1,1800,49,5082016,8,0,12,5,0,0,0,12,2016,1,12,0,0,39.99963889,59,58.7,3,-82.9301,55,48.36,6,1,0,2,0,0,1,0,N CASSADY AVE,25,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,2,9,8,0,0,0,1,0,0,0,2,99999
39,239,2,1,1,1800,49,5082016,8,0,12,5,0,0,0,12,2016,1,12,0,0,39.99963889,59,58.7,3,-82.9301,55,48.36,6,1,0,2,0,0,1,0,N CASSADY AVE,32,145,1,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,2,9,8,0,0,0,1,0,1,0,1,99999
39,239,2,2,1,1800,49,5082016,8,0,12,5,0,0,0,12,2016,1,12,0,0,39.99963889,59,58.7,3,-82.9301,55,48.36,6,1,0,2,0,0,1,0,N CASSADY AVE,32,340,1,5082016,8,0,39,5,39,2016,605,0,0,1,0,0,7,4,9,8,0,0,0,2,8,8,2,1,27
39,239,2,3,1,1800,49,5082016,8,0,12,5,0,0,0,12,2016,1,12,0,0,39.99963889,59,58.7,3,-82.9301,55,48.36,6,1,0,2,0,0,1,0,N CASSADY AVE,24,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,2,9,8,0,0,0,2,8,8,0,2,99999
39,239,2,4,1,1800,49,5082016,8,0,12,5,0,0,0,12,2016,1,12,0,0,39.99963889,59,58.7,3,-82.9301,55,48.36,6,1,0,2,0,0,1,0,N CASSADY AVE,24,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,2,9,8,0,0,0,2,8,8,0,2,99999
39,243,1,1,2,0,49,4302016,30,21,19,4,0,0,0,2119,2016,7,30,0,0,39.86050833,51,37.83,2,-83.14045278,8,25.63,0,1,0,1,0,0,4,0,CR-264 BEATTY RD,18,0,1,88888888,88,88,88,88,8888,8888,1,0,0,1,0,0,0,2,9,8,0,0,0,1,0,0,0,1,99999
39,243,1,2,2,0,49,4302016,30,21,19,4,0,0,0,2119,2016,7,30,0,0,39.86050833,51,37.83,2,-83.14045278,8,25.63,0,1,0,1,0,0,4,0,CR-264 BEATTY RD,17,0,1,4302016,30,22,0,4,2200,2016,996,0,0,1,0,0,7,4,9,8,0,0,0,2,8,8,1,1,41
